article_id,year,journal,title
349962,2004,review of economics and statistics,product substitutability and productivity dispersion
233805,1999,review of economics and statistics,evidence on the employer size wage premium from worker establishment matched data
333811,2003,review of economics and statistics,the role of skill endowments in the structure of us outward foreign direct investment
214203,1998,review of economics and statistics,the missing link  technology investment and productivity
741803,2014,review of financial studies,do going private transactions affect plant efficiency and investment
798608,2015,review of financial studies,the real effects of hedge fund activism productivity asset allocation and labor outcomes
550545,2010,review of financial studies,the going public decision and the product market
615699,2011,review of financial studies,how does venture capital financing improve efficiency in private firms a look beneath the surface
415616,2006,review of financial studies,capital controls liberalizations and foreign direct investment
491907,2008,review of financial studies,financial constraints and growth multinational and local firm responses to currency depreciations
508798,2009,review of financial studies,leasing ability to repossess and debt capacity
199597,1997,review of financial studies,capital structure and product market behavior  an examination of plant exit and investment decisions
786752,2015,review of financial studies,does financing spur small business productivity evidence from a natural experiment
333847,2003,review of financial studies,real flexibility and financial structure an empirical analysis
941536,2018,review of financial studies,spillovers from costly credit
984230,2019,review of financial studies,grownup business cycles
793176,2015,review of financial studies,the bright side of corporate diversification evidence from internal labor markets
898344,2017,review of financial studies,do managers give hometown labor an edge
506037,2009,review of income and wealth,using the p90/p10 index to measure us inequality trends with current population survey data a view from inside the census bureau vaults
206237,1997,review of income and wealth,primary versus secondary production techniques in us manufacturing
475649,2008,review of income and wealth,investment behavior of us firms over heterogeneous capital goods a snapshot
197369,1997,review of industrial organization,the pin factory revisited product diversification and productivity growth
355924,2004,review of international economics,entry expansion and intensity in the us export boom 1987 1992
919839,2018,review of international economics,identifying foreign suppliers in us import data
222563,1998,review of regional studies,labor productivity and wages in rural and urban manufacturing plants
633093,2012,review of world economics/weltwirtschaftliches archiv,north south models of intellectual property rights an empirical critique
984232,2017,rsf: the russell sage foundation journal of the social sciences,weathering the great recession variation in employment responses by establishments and countries
867316,2016,rsf: the russell sage foundation journal of the social sciences,selection and specialization in the evolution of marriage earnings gaps
531127,2009,scandinavian journal of economics,products and productivity
371468,2005,small business economics,the winners curse of human capital
182833,1996,small business economics,downsizing and productivity growth  myth ""or"" reality
351798,2004,small business economics,small north american producers give ground in the 1990s
170432,1995,small business economics,a comparison of franchise and independent small business survival rates
245360,1999,small business economics,exiting self employment an analysis of asian immigrant owned small businesses
200714,1997,small business economics,counting the self employed using household and business sample data
529261,2009,small business economics,gender differences in business performance evidence from the characteristics of business owners survey
326852,2003,small business economics,redefining business success distinguishing between closure and failure
303321,2002,small business economics,returns to scale in small and large us manufacturing establishments further evidence
984228,1991,small business economics,returns to scale in small and large us manufacturing establishments
131681,1993,small business economics,factor substitution in small and large us manufacturing establishments  197782
232452,1999,small business economics,factor substitution in us manufacturing  does plant size matter
232451,1999,small business economics,the demography of business closings
777042,2015,small business economics,transnational activities of immigrant owned firms and their performances in the usa
820810,2015,social science quarterly,suicide in the city do characteristics of place really influence risk
351832,2004,social science quarterly,fertility changes among immigrants generations neighborhoods and personal characteristics
810793,2015,social service review,the relationship between state welfare rules and economic disconnection among low income single mothers
869112,2016,southern economic journal,the impact of the acas extension of coverage to dependents on young adults access to care and prescription drugs
757933,2014,southern economic journal,levels and trends in us income and its distribution a crosswalk from market income towards a comprehensive haigsimons income approach
138430,1993,southern economic journal,decomposing technical change
944772,2018,southern economic journal,when it rains it pours under what circumstances does job loss lead to divorce
940674,2018,southern economic journal,effect of stress on later life health evidence from the vietnam war draft
109975,1991,southern economic journal,a note on ownership and performance in manufacturing firms
146233,1994,southern economic journal,unionism and gross employment flows
343456,2004,southern economic journal,the impact of minimum wages on job training an empirical exploration with establishment data
370157,2005,southern economic journal,transitions from welfare and the employment prospects of low skill workers
983516,2019,southern economic journal,how do local labor markets and human capital affect employment outcomes after job loss
744607,2014,statistical journal of the iaos,synthetic establishment data origins and introduction to current research
931247,2018,statistical journal of the iaos,assimilation and coverage of the foreign born population in administrative records
744611,2014,statistical journal of the iaos,a first step towards a german synlbd constructing a german longitudinal business database
931246,2018,statistical journal of the iaos,when race and hispanic origin reporting are discrepant across administrative records and third party sources exploring methods to assign responses
948670,2018,statistical journal of the iaos,evaluating race and hispanic origin responses of medicaid participants using census data
744608,2014,statistical journal of the iaos,expanding the role of synthetic data at the us census bureau
744609,2014,statistical journal of the iaos,looking back on three years of using the synthetic lbd beta
827880,2016,statistical journal of the iaos,using partially synthetic microdata to protect sensitive cells in business statistics
595232,2011,structural change and economic dynamics,structural change and industrial classification
984219,2018,"the journal of law, economics, and organization",earnings inequality and coordination costs evidence from us law firms
339113,2003,topics in economic analysis and policy,what determines environmental performance at paper mills the roles of abatement spending regulation and efficiency
312025,2002,urban studies,tracing the sources of local external economies
715087,2013,urban studies,why do higher income households choose low income neighbourhoods pioneering ""or"" thrift
359203,2004,urban studies,the impact of violence surges on neighbourhood business activity
568710,2010,urban studies,"what is the ""neighbourhood"" in neighbourhood satisfaction comparing the effects of structural characteristics measured at the micro neighbourhood and tract levels"
238897,1999,weltwirtschaftliches archiv/review of world economics,multinationals production efficiency and spillover effects the case of the us auto parts industry
202727,1997,world bank economic review,formal and informal regulation of industrial pollution comparative evidence from indonesia and the united states
504007,2009,world economy,factor prices factor substitution and exporting in us manufacturing affiliates abroad
818813,2015,world economy,cheap imports and the loss of us manufacturing jobs
787217,2015,world economy,origin of foreign direct investment and firm performance evidence from foreign acquisitions of chinese domestic firms
984119,2019,world economy,trade liberalisation and labour shares in china
