articleID,year,journal,title_original,Title
186174,1996,american journal of agricultural economics,implications of game theory for international agricultural trade,implications of game theory for international agricultural trade
186175,1996,american journal of agricultural economics,cooperative game theory and the measurement of political power,cooperative game theory and the measurement of political power
186176,1996,american journal of agricultural economics,potential benefits and limitations of game theory in agricultural economics,potential benefits and limitations of game theory in agricultural economics
186178,1996,american journal of agricultural economics,haccp as a regulatory innovation to improve food safety in the meat industry,haccp as a regulatory innovation to improve food safety in the meat industry
186179,1996,american journal of agricultural economics,haccp as a business management tool,haccp as a business management tool
186180,1996,american journal of agricultural economics,haccp as an international trade standard,haccp as an international trade standard
186181,1996,american journal of agricultural economics,structural change in meat industries: implications for food safety regulation,structural change in meat industries implications for food safety regulation
186182,1996,american journal of agricultural economics,implications of alternative options for future levels of support for agriculture in central and eastern europe,implications of alternative options for future levels of support for agriculture in central and eastern europe
186183,1996,american journal of agricultural economics,producer subsidy equivalents for russian agriculture: estimation and interpretation,producer subsidy equivalents for russian agriculture estimation and interpretation
186184,1996,american journal of agricultural economics,use of the producer subsidy equivalent as a measure of support to agriculture in transition economies,use of the producer subsidy equivalent as a measure of support to agriculture in transition economies
186187,1996,american journal of agricultural economics,creating markets: food policy and agricultural reform in the transition,creating markets food policy and agricultural reform in the transition
186188,1996,american journal of agricultural economics,agricultural market reforms in south asia,agricultural market reforms in south asia
186189,1996,american journal of agricultural economics,estimating consumer response to food market reform using stated preference data: evidence from eastern and southern africa,estimating consumer response to food market reform using stated preference data evidence from eastern and southern africa
186190,1996,american journal of agricultural economics,market analysis methods: are our enriched toolkits well suited to enlivened markets?,market analysis methods are our enriched toolkits well suited to enlivened markets
186231,1996,brookings papers on economic activity,financial crises in emerging markets: the lessons from 1995,financial crises in emerging markets the lessons from 1995
186320,1996,energy economics,indices for comparing greenhouse gas emissions: integrating science and economics,indices for comparing greenhouse gas emissions integrating science and economics
186323,1996,energy economics,stock-watson dynamic ols (dols) and error-correction modelling approaches to estimating long- and short-run elasticities in a demand function: new evidence and methodological implications from an application to the demand for coal in mainland china,stockwatson dynamic ols (dols) and errorcorrection modelling approaches to estimating long and shortrun elasticities in a demand function new evidence and methodological implications from an application to the demand for coal in mainland china
186368,1996,growth and change,income distribution characteristics of rural economic sectors: implications for local development policy,income distribution characteristics of rural economic sectors implications for local development policy
186370,1996,growth and change,neighborhood exposure to toxic releases: are there racial inequities?,neighborhood exposure to toxic releases are there racial inequities
186482,1996,journal of the american statistical association,parametric event sequence analysis: an application to an analysis of gender and racial-ethnic differences in patterns of drug-use progression,parametric event sequence analysis an application to an analysis of gender and racialethnic differences in patterns of druguse progression
186483,1996,journal of the american statistical association,estimation of median income of four-person families: a bayesian time series approach,estimation of median income of fourperson families a bayesian time series approach
186484,1996,journal of the american statistical association,a semiparametric transformation approach to estimating usual daily intake distributions,a semiparametric transformation approach to estimating usual daily intake distributions
186485,1996,journal of the american statistical association,a new perspective on priors for generalized linear models,a new perspective on priors for generalized linear models
186486,1996,journal of the american statistical association,the effect of improper priors on gibbs sampling in hierarchical linear mixed models,the effect of improper priors on gibbs sampling in hierarchical linear mixed models
186490,1996,journal of the american statistical association,smoothing hazard functions and time-varying effects in discrete duration and competing risks models,smoothing hazard functions and timevarying effects in discrete duration and competing risks models
186491,1996,journal of the american statistical association,testing for polynomial regression using nonparametric regression techniques,testing for polynomial regression using nonparametric regression techniques
186494,1996,journal of the american statistical association,a test in the presence of nuisance parameters,a test in the presence of nuisance parameters
186497,1996,journal of applied econometrics,assessing forecast performance in a cointegrated system,assessing forecast performance in a cointegrated system
186548,1996,journal of economic history,efficient transactors or rent-seeking monopolists? the rationale for early chartered trading companies,efficient transactors or rentseeking monopolists the rationale for early chartered trading companies
186549,1996,journal of economic history,theory and history: seventeenth-century joint-stock chartered trading companies,theory and history seventeenthcentury jointstock chartered trading companies
186550,1996,journal of economic history,theory and evidence: understanding chartered trading companies,theory and evidence understanding chartered trading companies
186579,1996,journal of financial and quantitative analysis,form of compensation and managerial decision horizon,form of compensation and managerial decision horizon
186581,1996,journal of financial and quantitative analysis,the creation and resolution of market uncertainty: the impact of information releases on implied volatility,the creation and resolution of market uncertainty the impact of information releases on implied volatility
186585,1996,journal of financial and quantitative analysis,on estimating the expected rate of return in diffusion price models with application to estimating the expected return on the market,on estimating the expected rate of return in diffusion price models with application to estimating the expected return on the market
186631,1996,journal of the japanese and international economies,why are there rich and poor countries? symmetry-breaking in the world economy,why are there rich and poor countries symmetrybreaking in the world economy
186652,1996,"journal of money, credit, and banking",remarks on evolving payment system issues,remarks on evolving payment system issues
186653,1996,"journal of money, credit, and banking","a framework for analyzing efficiency, risks, costs, and innovations in the payments system",a framework for analyzing efficiency risks costs and innovations in the payments system
186656,1996,"journal of money, credit, and banking",the efficiency of self-regulated payments systems: learning from the suffolk system,the efficiency of selfregulated payments systems learning from the suffolk system
186660,1996,"journal of money, credit, and banking",controlling risk in payment systems,controlling risk in payment systems
186668,1996,"journal of money, credit, and banking",technology and payments: deja vu all over again?,technology and payments deja vu all over again
186669,1996,"journal of money, credit, and banking",preserving competition in electronic home banking,preserving competition in electronic home banking
186670,1996,"journal of money, credit, and banking",the past is a lousy prologue: payments systems innovations and the fed,the past is a lousy prologue payments systems innovations and the fed
186671,1996,"journal of money, credit, and banking",reducing taxpayer exposure to loss from innovations in bank risk management,reducing taxpayer exposure to loss from innovations in bank risk management
186672,1996,"journal of money, credit, and banking",alternative models for clearance and settlement: the case of the single european capital market,alternative models for clearance and settlement the case of the single european capital market
186690,1996,journal of real estate finance and economics,optimal leverage strategy: capital structure in real estate investments,optimal leverage strategy capital structure in real estate investments
186721,1996,oxford bulletin of economics and statistics,common seasonal features: global unemployment,common seasonal features global unemployment
186725,1996,oxford bulletin of economics and statistics,income persistence and macro-policy feedbacks in the u.s.,income persistence and macropolicy feedbacks in the us
186727,1996,oxford bulletin of economics and statistics,hazards in implementing a monetary conditions index,hazards in implementing a monetary conditions index
186739,1996,public choice,local governments' monopoly power and local tax reform: theory and evidence from the u.k.,local governments monopoly power and local tax reform theory and evidence from the uk
186751,1996,regional studies,area variations in the prevalence of lone parent families in england and wales: a research note,area variations in the prevalence of lone parent families in england and wales a research note
186757,1996,review of economic studies,excess volatility and predictability of stock prices in autoregressive dividend models with learning,excess volatility and predictability of stock prices in autoregressive dividend models with learning
186758,1996,review of economic studies,market making by price-setting firms,market making by pricesetting firms
186763,1996,review of economic studies,learning and convergence to a full-information equilibrium are not equivalent,learning and convergence to a fullinformation equilibrium are not equivalent
186804,1996,world development,determinants of pollution abatement in developing countries: evidence from south and southeast asia,determinants of pollution abatement in developing countries evidence from south and southeast asia
186814,1996,american political science review,explaining interethnic cooperation,explaining interethnic cooperation
186815,1996,american political science review,the electoral connection in the chinese countryside,the electoral connection in the chinese countryside
186816,1996,american political science review,"uncertainty, shifting power, and appeasement",uncertainty shifting power and appeasement
186817,1996,american political science review,do bills of rights matter?  the canadian charter of rights and freedoms,do bills of rights matter the canadian charter of rights and freedoms
186818,1996,american political science review,partisan effects of voter turnout in senatorial and gubernatorial elections,partisan effects of voter turnout in senatorial and gubernatorial elections
186819,1996,american political science review,do majority-minority districts maximize substantive black representation in congress?,do majorityminority districts maximize substantive black representation in congress
186820,1996,american political science review,voting and vetoing,voting and vetoing
186822,1996,american political science review,the claim of issue creation on the u.s. supreme court,the claim of issue creation on the us supreme court
186823,1996,american political science review,"issues, agendas, and decision making on the supreme court",issues agendas and decision making on the supreme court
186824,1996,applied economics letters,seasonal unit root characteristics of disaggregated output,seasonal unit root characteristics of disaggregated output
186825,1996,applied economics letters,learning to rent-seek:  collective action and in-kind benefits in the public sector,learning to rentseek collective action and inkind benefits in the public sector
186826,1996,applied economics letters,testing the intertemporal model of the current account:  some evidence from greece,testing the intertemporal model of the current account some evidence from greece
186827,1996,applied economics letters,canadian-japanese r&d spillovers and productivity growth,canadianjapanese r&d spillovers and productivity growth
186828,1996,applied economics letters,economic growth and monetary union in sub-saharan africa:  new evidence on the effects of cfa-zone membership,economic growth and monetary union in subsaharan africa new evidence on the effects of cfazone membership
186829,1996,applied economics letters,velocity and interest rate variability in italy:  a further test of the friedman hypothesis,velocity and interest rate variability in italy a further test of the friedman hypothesis
186830,1996,applied economics letters,"religion, culture, economic and sociological correlates of suicide rates:  a cross-national analysis",religion culture economic and sociological correlates of suicide rates a crossnational analysis
186831,1996,applied economics letters,betting volume and market efficiency in hong kong race track betting,betting volume and market efficiency in hong kong race track betting
186832,1996,applied economics letters,government finance and endogenous growth,government finance and endogenous growth
186833,1996,applied economics letters,the role of divorce in the consumption function:  an ec study,the role of divorce in the consumption function an ec study
186834,1996,applied economics letters,"the weekend effect, good news, bad news and the financial times industrial ordinary shares index:  1935-94",the weekend effect good news bad news and the financial times industrial ordinary shares index 193594
186835,1996,applied economics letters,changes in the duration of economic expansions and contractions in the united states,changes in the duration of economic expansions and contractions in the united states
186836,1996,applied economics letters,the dancing of the real exchange rate of us dollar and the us real trade balance,the dancing of the real exchange rate of us dollar and the us real trade balance
186837,1996,applied economics letters,inflation in developing countries,inflation in developing countries
186990,1996,health economics,indirect cost in economic evaluation:  the opportunity cost of unpaid inputs,indirect cost in economic evaluation the opportunity cost of unpaid inputs
186991,1996,health economics,"transaction costs, externalities and information technology in health care",transaction costs externalities and information technology in health care
186992,1996,health economics,cost recovery and improved drug availability in niger--implications for total patient treatment costs,cost recovery and improved drug availability in nigerimplications for total patient treatment costs
186993,1996,health economics,choice of health insurance by families of the mentally ill,choice of health insurance by families of the mentally ill
186994,1996,health economics,the impact of alcohol consumption and marijuana use on high school graduation,the impact of alcohol consumption and marijuana use on high school graduation
186996,1996,health economics,individual cigarette consumption and addiction:  a flexible limited dependent variable approach,individual cigarette consumption and addiction a flexible limited dependent variable approach
186997,1996,health economics,subsidized dental care for young men:  its impact on utilization and dental health,subsidized dental care for young men its impact on utilization and dental health
186998,1996,health economics,selection bias in gp fundholding,selection bias in gp fundholding
186999,1996,health economics,the time trade-off method:  results from a general population study,the time tradeoff method results from a general population study
187000,1996,health economics,an exercise on the feasibility of carrying out secondary economic analyses,an exercise on the feasibility of carrying out secondary economic analyses
187001,1996,health economics,costing neonatal care alongside the ecmo trial,costing neonatal care alongside the ecmo trial
187003,1996,health economics,tacit collusion among hospitals in price competitive markets,tacit collusion among hospitals in price competitive markets
187004,1996,health economics,"marginal costs in general acute care hospitals:  a comparison among california, new york and canada",marginal costs in general acute care hospitals a comparison among california new york and canada
187005,1996,health economics,superbugs:  should antimicrobial resistance be included as a cost in economic evaluation?,superbugs should antimicrobial resistance be included as a cost in economic evaluation
187006,1996,health economics,the impact of age on cost-effectiveness ratios and its control in decision making,the impact of age on costeffectiveness ratios and its control in decision making
187007,1996,health economics,health promotion community development and the tyranny of individualism,health promotion community development and the tyranny of individualism
187008,1996,health economics,labour productivity effects of prescribed medicines for chronically ill workers,labour productivity effects of prescribed medicines for chronically ill workers
187009,1996,health economics,using economics alongside clinical trials:  why we cannot choose the evaluation technique in advance,using economics alongside clinical trials why we cannot choose the evaluation technique in advance
187011,1996,health economics,confidence intervals for cost-effectiveness ratios:  an application of fieller's theorem,confidence intervals for costeffectiveness ratios an application of fiellers theorem
187012,1996,health economics,the cost-effectiveness of diagnostic strategies in patients with suspected pulmonary embolism,the costeffectiveness of diagnostic strategies in patients with suspected pulmonary embolism
187013,1996,health economics,cost-effectiveness of antenatal anti-d prophylaxis,costeffectiveness of antenatal antid prophylaxis
187014,1996,health economics,the discounting of lives saved in future generations--some empirical results,the discounting of lives saved in future generationssome empirical results
187015,1996,health economics,household characteristics affecting where mothers deliver in rural kenya,household characteristics affecting where mothers deliver in rural kenya
187016,1996,health economics,nhs contracts:  an agency approach,nhs contracts an agency approach
187017,1996,health economics,contracting in the nhs quasi-market,contracting in the nhs quasimarket
187018,1996,health economics,"technical, scale, and size efficiency in nursing home care:  a nonparametric analysis of connecticut homes",technical scale and size efficiency in nursing home care a nonparametric analysis of connecticut homes
187019,1996,health economics,finding health resources on the internet--the departure lounge,finding health resources on the internetthe departure lounge
187020,1996,health economics,quality time:  how parents' schooling affects child health through its interaction with childcare time in bangladesh,quality time how parents schooling affects child health through its interaction with childcare time in bangladesh
187021,1996,health economics,expenditure on physicians' services in canada:  was medicare a structural change?,expenditure on physicians services in canada was medicare a structural change
187022,1996,health economics,economic depression and the use of physician services in finland,economic depression and the use of physician services in finland
187023,1996,health economics,financial incentives and productive efficiency in finnish health centres,financial incentives and productive efficiency in finnish health centres
187024,1996,health economics,willingness to pay and cost of illness for changes in health capital depreciation,willingness to pay and cost of illness for changes in health capital depreciation
187025,1996,health economics,adjusting for bias in c/e ratio estimates,adjusting for bias in ce ratio estimates
187162,1996,journal of evolutionary economics,"spillovers, integrated production and the theory of the firm",spillovers integrated production and the theory of the firm
187166,1996,journal of evolutionary economics,economies of scale in the us computer industry:  an empirical investigation using data envelopment analysis,economies of scale in the us computer industry an empirical investigation using data envelopment analysis
187170,1996,journal of evolutionary economics,"innovation regimes, entry and market structure",innovation regimes entry and market structure
187191,1996,papers in regional science,the choice of an input-output table embedded in regional econometric input-output models,the choice of an inputoutput table embedded in regional econometric inputoutput models
187195,1996,papers in regional science,effects of japan national railways' privatization on labor productivity,effects of japan national railways privatization on labor productivity
187196,1996,papers in regional science,sectoral differences in the determinants of the location of foreign direct investment in american manufacturing,sectoral differences in the determinants of the location of foreign direct investment in american manufacturing
187199,1996,papers in regional science,services linked to intermodal transportation,services linked to intermodal transportation
187201,1996,papers in regional science,"the intrametropolitan location of high order services: patterns, factors and mobility in montreal",the intrametropolitan location of high order services patterns factors and mobility in montreal
187202,1996,papers in regional science,an 'expert labor' approach to business service change,an expert labor approach to business service change
187204,1996,papers in regional science,the spatial extent of producer service markets:  hierarchical models of interaction revisited,the spatial extent of producer service markets hierarchical models of interaction revisited
187205,1996,papers in regional science,foreign direct investment in american service sectors:  source country contrasts and locational determinants,foreign direct investment in american service sectors source country contrasts and locational determinants
187220,1996,resources policy,exhaustible resources and sustainable development:  two different paradigms,exhaustible resources and sustainable development two different paradigms
187221,1996,resources policy,the european mining industry:  what future?,the european mining industry what future
187262,1996,social science quarterly,whites' racial policy attitudes,whites racial policy attitudes
187263,1996,social science quarterly,white americans' opposition to racial policies:  where are the political explanations?,white americans opposition to racial policies where are the political explanations
187264,1996,social science quarterly,whites' racial policy attitudes:  the role of white racism,whites racial policy attitudes the role of white racism
187265,1996,social science quarterly,"individualism, self-interest, and white racism",individualism selfinterest and white racism
187266,1996,social science quarterly,understanding differences in whites' opinions across racial policies,understanding differences in whites opinions across racial policies
187267,1996,social science quarterly,whites' opposition to race-targeted policies:  one cause or many?,whites opposition to racetargeted policies one cause or many
187268,1996,social science quarterly,fourth down and gold to go?  assessing the link between athletics and alumni giving,fourth down and gold to go assessing the link between athletics and alumni giving
187269,1996,social science quarterly,a requiem for the southern regionalists:  reforestation in the south and the uses of regional social science,a requiem for the southern regionalists reforestation in the south and the uses of regional social science
187270,1996,social science quarterly,will pursuit of higher quality sacrifice equal opportunity in education?  an analysis of the education voucher system in santiago,will pursuit of higher quality sacrifice equal opportunity in education an analysis of the education voucher system in santiago
187271,1996,social science quarterly,"black catholicism and secular status:  integration, conversion, and consolidation",black catholicism and secular status integration conversion and consolidation
187272,1996,social science quarterly,medicaid and collective action,medicaid and collective action
187273,1996,social science quarterly,"white attitudes toward minority electoral districts:  minority population size, national politics, and local policy",white attitudes toward minority electoral districts minority population size national politics and local policy
187274,1996,social science quarterly,women in the state legislative power structure:  committee chairs,women in the state legislative power structure committee chairs
187275,1996,social science quarterly,"the effects of power, knowledge, and trust on income disclosure in surveys",the effects of power knowledge and trust on income disclosure in surveys
187276,1996,social science quarterly,the decision to self-represent,the decision to selfrepresent
187277,1996,social science quarterly,pragmatism and the corporate shift in political action:  an alternative perspective,pragmatism and the corporate shift in political action an alternative perspective
187278,1996,social science quarterly,"shift happens:  corporations and the struggle over american politics, 1976-1986",shift happens corporations and the struggle over american politics 19761986
187368,1996,american journal of agricultural economics,on nonparametric supply response analysis:  comment,on nonparametric supply response analysis comment
187369,1996,american journal of agricultural economics,on nonparametric supply response analysis:  reply,on nonparametric supply response analysis reply
187370,1996,american journal of agricultural economics,a further look at flexibilities and elasticities:  comment,a further look at flexibilities and elasticities comment
187371,1996,american journal of agricultural economics,a further look at flexibilities and elasticities:  reply,a further look at flexibilities and elasticities reply
187414,1996,cambridge journal of economics,measurement of aggregate production functions:  a comment,measurement of aggregate production functions a comment
187415,1996,cambridge journal of economics,on hsing's critique of solow's 'technical change and the aggregate production function.',on hsings critique of solows technical change and the aggregate production function
187433,1996,carnegie-rochester conference series on public policy,carl christ:  youthful times with carl,carl christ youthful times with carl
187435,1996,carnegie-rochester conference series on public policy,balanced-budget rules and public deficits: evidence from the u.s. states:  a comment,balancedbudget rules and public deficits evidence from the us states a comment
187438,1996,carnegie-rochester conference series on public policy,the economics of the informal sector: a simple model and some empirical evidence from latin america,the economics of the informal sector a simple model and some empirical evidence from latin america
187439,1996,carnegie-rochester conference series on public policy,the informal sector: baby or bath water?  a comment,the informal sector baby or bath water a comment
187524,1996,inquiry,let's not neglect medicaid's vital role in insurance markets,lets not neglect medicaids vital role in insurance markets
187525,1996,inquiry,facing up to medicare's challenges,facing up to medicares challenges
187526,1996,inquiry,"marital status,  spousal coverage, and the gender gap in employer-sponsored health insurance",marital status spousal coverage and the gender gap in employersponsored health insurance
187527,1996,inquiry,an examination of the decline in employment-based health insurance between 1988 and 1993,an examination of the decline in employmentbased health insurance between 1988 and 1993
187528,1996,inquiry,the impact of insurance on access to physician services for elderly people with arthritis,the impact of insurance on access to physician services for elderly people with arthritis
187529,1996,inquiry,patterns of pharmacy participation in medicaid:  implications for enrollee access,patterns of pharmacy participation in medicaid implications for enrollee access
187530,1996,inquiry,insider representation on the governing boards of nonprofit hospitals:  trends and implications for charitable care,insider representation on the governing boards of nonprofit hospitals trends and implications for charitable care
187531,1996,inquiry,"changes in the use of diagnostic technologies among medicare patients, 1985 and 1990",changes in the use of diagnostic technologies among medicare patients 1985 and 1990
187532,1996,inquiry,the medical expenditure panel survey:  a national health information resource,the medical expenditure panel survey a national health information resource
187583,1996,journal of agricultural economics,crop insurance:  the relationship between indemnity price and expected output price,crop insurance the relationship between indemnity price and expected output price
187594,1996,journal of consumer research,stalking the amphisbaena,stalking the amphisbaena
187596,1996,journal of consumer research,the effect of common and unique features in consumer choice,the effect of common and unique features in consumer choice
187598,1996,journal of consumer research,the assessment of alternative measures of consumer expertise,the assessment of alternative measures of consumer expertise
187599,1996,journal of consumer research,goal-derived categories and the antecedents of across-category consideration,goalderived categories and the antecedents of acrosscategory consideration
187606,1996,journal of development economics,on becoming more flexible: exchange rate regimes in latin america and the caribbean,on becoming more flexible exchange rate regimes in latin america and the caribbean
187629,1996,journal of economic behavior and organization,on the existence of macro variables and of macro relationships,on the existence of macro variables and of macro relationships
187650,1996,journal of economic behavior and organization,market architectures and institutional testbedding: an experiment with space station pricing policies,market architectures and institutional testbedding an experiment with space station pricing policies
187698,1996,journal of policy modeling,energy and environment:  reducing co2 emissions from the electric power industry,energy and environment reducing co2 emissions from the electric power industry
187700,1996,journal of policy modeling,exchange rate intervention in australia (december 1983 to may 1993).,exchange rate intervention in australia (december 1983 to may 1993)
187704,1996,journal of policy modeling,policy modeling under fixed and flexible price regimes:  sam-cge transitional applications to poland and hungary,policy modeling under fixed and flexible price regimes samcge transitional applications to poland and hungary
187705,1996,journal of policy modeling,empirical tests to discern the dynamic causal chain in macroeconomic activity:  new evidence from thailand and malaysia based on a multivariate  cointegration/vector error-correction modeling approach,empirical tests to discern the dynamic causal chain in macroeconomic activity new evidence from thailand and malaysia based on a multivariate cointegrationvector errorcorrection modeling approach
187710,1996,journal of policy modeling,energy supply shocks:  macroeconomic consequences for ukraine,energy supply shocks macroeconomic consequences for ukraine
187735,1996,monthly labor review,"productivity in industry and government, 1973-94",productivity in industry and government 197394
187736,1996,monthly labor review,bangalore:  india's silicon city,bangalore indias silicon city
188421,1996,open economies review,the lender of last resort function under a currency board:  the case of argentina,the lender of last resort function under a currency board the case of argentina
188489,1996,resources policy,science in a market economy,science in a market economy
188492,1996,resources policy,metal use and the world economy,metal use and the world economy
188696,1996,journal of monetary economics,are u.s. regional incomes converging? reply,are us regional incomes converging reply
188713,1996,monthly labor review,overview of the 1998 revision of the consumer price index,overview of the 1998 revision of the consumer price index
188720,1996,oxford review of economic policy,the assessment: investment performance and policy,the assessment investment performance and policy
188726,1996,oxford review of economic policy,the assessment: international competitiveness,the assessment international competitiveness
188728,1996,oxford review of economic policy,the effectiveness of exchange-rate changes,the effectiveness of exchangerate changes
188731,1996,oxford review of economic policy,on the changing international competitiveness of japanese manufacturing since 1985,on the changing international competitiveness of japanese manufacturing since 1985
188737,1996,oxford review of economic policy,the governance of exchanges: members' cooperatives versus outside ownership,the governance of exchanges members cooperatives versus outside ownership
188745,1996,review of income and wealth,the high cost of eating: causes of international differences in consumer food prices,the high cost of eating causes of international differences in consumer food prices
188748,1996,review of income and wealth,new data and the measurement of output for the service sector in the united kingdom,new data and the measurement of output for the service sector in the united kingdom
188760,1996,review of income and wealth,international comparisons of wealth inequality,international comparisons of wealth inequality
188764,1996,review of industrial organization,is predation rational? is it profitable?,is predation rational is it profitable
188767,1996,review of industrial organization,is predation rational? is it profitable?--a reply,is predation rational is it profitablea reply
188776,1996,review of industrial organization,privatization of natural monopoly public enterprises: a reply,privatization of natural monopoly public enterprises a reply
189015,1996,japan and the world economy,budget constraints that are not soft,budget constraints that are not soft
189173,1996,international regional science review,introduction to the special issue on regional science and development,introduction to the special issue on regional science and development
189174,1996,international regional science review,urban concentration: the role of increasing returns and transport costs,urban concentration the role of increasing returns and transport costs
189175,1996,international regional science review,ways to think about urban concentration: neoclassical urban systems versus the new economic geography,ways to think about urban concentration neoclassical urban systems versus the new economic geography
189176,1996,international regional science review,"""it's obvious, it's wrong, and anyway they said it years ago""? paul krugman on large cities",its obvious its wrong and anyway they said it years ago paul krugman on large cities
189178,1996,international regional science review,on the tension between regional and industrial policies,on the tension between regional and industrial policies
189179,1996,international regional science review,"competitive advantage, agglomeration economies, and regional policy",competitive advantage agglomeration economies and regional policy
189181,1996,international regional science review,some findings about european immigration,some findings about european immigration
189182,1996,international regional science review,european migration: a comment,european migration a comment
189183,1996,international regional science review,frontier issues in international migration,frontier issues in international migration
189184,1996,international regional science review,frontier issues in the determinants and consequences of international migration,frontier issues in the determinants and consequences of international migration
189185,1996,international regional science review,"information constraints, strategic behavior, and migration: theory and evidence",information constraints strategic behavior and migration theory and evidence
189190,1996,journal of accounting research,economic consequences of accounting for stock-based compensation,economic consequences of accounting for stockbased compensation
189191,1996,journal of accounting research,recognition versus disclosure in the oil and gas industry,recognition versus disclosure in the oil and gas industry
189192,1996,journal of accounting research,the effect of financial statement classification of hybrid financial instruments on financial analysts' stock price judgments,the effect of financial statement classification of hybrid financial instruments on financial analysts stock price judgments
189193,1996,journal of accounting research,a model of two-tiered financial reporting,a model of twotiered financial reporting
189195,1996,journal of accounting research,a market-based evaluation of discretionary accrual models,a marketbased evaluation of discretionary accrual models
189197,1996,journal of accounting research,causes and effects of discretionary asset write-offs,causes and effects of discretionary asset writeoffs
189198,1996,journal of accounting research,repeated accounting write-offs and the information content of earnings,repeated accounting writeoffs and the information content of earnings
189199,1996,journal of accounting research,an investigation of asset write-downs and concurrent abnormal accruals,an investigation of asset writedowns and concurrent abnormal accruals
189614,1996,american journal of agricultural economics,markets or government? balancing imperfect and complementary alternatives,markets or government balancing imperfect and complementary alternatives
189615,1996,american journal of agricultural economics,the peasant in economic modernization,the peasant in economic modernization
189616,1996,american journal of agricultural economics,modeling economics and ecology: the importance of a spatial perspective,modeling economics and ecology the importance of a spatial perspective
189617,1996,american journal of agricultural economics,reengineering the food supply chain: the ecr initiative in the grocery industry,reengineering the food supply chain the ecr initiative in the grocery industry
189618,1996,american journal of agricultural economics,consumer trends and changing food retailing formats,consumer trends and changing food retailing formats
189619,1996,american journal of agricultural economics,did the competitive regime switch in the 1980s?,did the competitive regime switch in the 1980s
189620,1996,american journal of agricultural economics,a new era of environmental management in agriculture?,a new era of environmental management in agriculture
189621,1996,american journal of agricultural economics,the 1995 farm bill and natural resource conservation: major new opportunities,the 1995 farm bill and natural resource conservation major new opportunities
189625,1996,american journal of agricultural economics,teaching management for specialized agricultural industries,teaching management for specialized agricultural industries
189626,1996,american journal of agricultural economics,teaching management for diverse agricultural industries,teaching management for diverse agricultural industries
189627,1996,american journal of agricultural economics,teaching management using shared resources and emerging technology,teaching management using shared resources and emerging technology
189628,1996,american journal of agricultural economics,undergraduate teaching of management in agricultural economics departments: discussion,undergraduate teaching of management in agricultural economics departments discussion
189629,1996,american journal of agricultural economics,efficient food safety regulation in the food manufacturing sector,efficient food safety regulation in the food manufacturing sector
189631,1996,american journal of agricultural economics,safety and quality regulation and stage of distribution,safety and quality regulation and stage of distribution
189632,1996,american journal of agricultural economics,"regulating safety and quality standards in food marketing, processing, and distribution: discussion",regulating safety and quality standards in food marketing processing and distribution discussion
189633,1996,american journal of agricultural economics,cyberfarm: what does it look like? what does it mean?,cyberfarm what does it look like what does it mean
189634,1996,american journal of agricultural economics,the political economy of precision farming,the political economy of precision farming
189635,1996,american journal of agricultural economics,precision farming and spatial economic analysis: research challenges and opportunities,precision farming and spatial economic analysis research challenges and opportunities
189636,1996,american journal of agricultural economics,"precision farming and the new information technology: implications for farm management, policy, and research: discussion",precision farming and the new information technology implications for farm management policy and research discussion
189637,1996,american journal of agricultural economics,modeling the costs of food safety regulation,modeling the costs of food safety regulation
189638,1996,american journal of agricultural economics,the theoretical benefits of food safety policies: a total economic value framework,the theoretical benefits of food safety policies a total economic value framework
189639,1996,american journal of agricultural economics,using benefit and cost information to evaluate a food safety regulation: haccp for meat and poultry,using benefit and cost information to evaluate a food safety regulation haccp for meat and poultry
189640,1996,american journal of agricultural economics,the benefits and costs of food safety policies: discussion,the benefits and costs of food safety policies discussion
189641,1996,american journal of agricultural economics,explaining u.s. farm policy in 1996 and beyond: changes in party control and changing market conditions,explaining us farm policy in 1996 and beyond changes in party control and changing market conditions
189642,1996,american journal of agricultural economics,the political economy of reforming the 1992 cap reform,the political economy of reforming the 1992 cap reform
189643,1996,american journal of agricultural economics,the political economy of post-uruguay round agricultural policies in the united states and the european union: discussion,the political economy of posturuguay round agricultural policies in the united states and the european union discussion
189644,1996,american journal of agricultural economics,explaining u.s. farm policy in 1996 and beyond: changes in party control and changing market conditions: discussion,explaining us farm policy in 1996 and beyond changes in party control and changing market conditions discussion
189645,1996,american journal of agricultural economics,diversification as a risk management strategy in an andean agropastoral community,diversification as a risk management strategy in an andean agropastoral community
