Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sourcearticleID
Most Newly Insured People In 2014 Were Long-Term Uninsured,"Decker, Sandra L.; Lipton, Brandy J.",,,,HEALTH AFFAIRS,JAN 2017,2017,36,1.0,,,,16,20,,10.1377/hlthaff.2016.0984,,,10,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,657243
Community Health Center Utilization Following the 2008 Medicaid Expansion in Oregon: Implications for the Affordable Care Act,"Hatch, Brigit; Bailey, Steffani R.; Cowburn, Stuart; Marino, Miguel; Angier, Heather; Devoe, Jennifer E.",,,,AMERICAN JOURNAL OF PUBLIC HEALTH,APR 2016,2016,106,4.0,,,,645,650,,10.2105/AJPH.2016.303060,,,10,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,0,657243
Medicaid-Insured and Uninsured Were More Likely to Have Diabetes Emergency/Urgent Admissions,"Fisher, Monica A.; Ma, Zhen-qiang",,,,AMERICAN JOURNAL OF MANAGED CARE,MAY 2015,2015,21,5.0,,,,E312,E319,,,,,8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,657243
The Impact of Hospital Closures and Hospital and Population Characteristics on Increasing Emergency Department Volume: A Geographic Analysis,"Lee, David C.; Carr, Brendan G.; Smith, Tony E.; Tran, Van C.; Polsky, Daniel; Branas, Charles C.",,,,POPULATION HEALTH MANAGEMENT,DEC 1 2015,2015,18,6.0,,,,459,466,,10.1089/pop.2014.0123,,,4,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,657243
State-Sponsored Health Insurance and State Economic and Employment Growth,"Malloy, Liam C.; Pearson-Merkowitz, Shanna; Morris, Irwin L.",,,,POLITICS & POLICY,OCT 2016,2016,44,5.0,,,,945,975,,10.1111/polp.12176,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,657243
Community hospital admission from the emergency department by persons with substance use disorders,"Schildhaus, Sam; Stocks, Carol; Santora, Patricia B.; Smith, Mark W.",,,,JOURNAL OF SUBSTANCE ABUSE TREATMENT,FEB 2013,2013,44,2.0,,,,201,207,,10.1016/j.jsat.2012.05.003,,,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,657243
The Impact of Uncertainty Shocks,"Bloom, Nicholas",,,,ECONOMETRICA,MAY 2009,2009,77,3.0,,,,623,685,,10.3982/ECTA6248,,,1273,97.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,16,33,58,83,88,126,161,174,228,275,19,192422
Industrial organization and new findings on the turnover and mobility of firms,"Caves, RE",,,,JOURNAL OF ECONOMIC LITERATURE,DEC 1998,1998,36,4.0,,,,1947,1982,,,,,658,27.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,23,21,24,38,36,32,42,43,45,42,34,38,40,30,33,31,25,28,25,1,192422
THE GRANULAR ORIGINS OF AGGREGATE FLUCTUATIONS,"Gabaix, Xavier",,,,ECONOMETRICA,MAY 2011,2011,79,3.0,,,,733,772,,10.3982/ECTA8769,,,308,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,13,28,18,40,40,40,45,66,5,192422
On the nature of capital adjustment costs,"Cooper, RW; Haltiwanger, JC",,,,REVIEW OF ECONOMIC STUDIES,JUL 2006,2006,73,3.0,,,,611,633,,10.1111/j.1467-937X.2006.00389.x,,,291,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,10,16,12,13,18,27,26,35,25,33,29,26,2,192422
Capital Adjustment Patterns in Manufacturing Plants,"Doms, Mark; Dunne, Timothy",,,,REVIEW OF ECONOMIC DYNAMICS,APR 1998,1998,1,2.0,,,,409,429,UNSP RD980011,10.1006/redy.1998.0011,,,195,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,1,7,5,3,11,11,10,10,13,11,13,11,12,10,13,11,8,13,8,2,192422
Machine replacement and the business cycle: Lumps and bumps,"Cooper, R; Haltiwanger, J; Power, L",,,,AMERICAN ECONOMIC REVIEW,SEP 1999,1999,89,4.0,,,,921,946,,10.1257/aer.89.4.921,,,156,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,8,6,6,11,10,11,10,10,8,5,5,9,10,6,9,8,7,5,1,192422
MICROECONOMETRIC MODELS OF INVESTMENT AND EMPLOYMENT,"Bond, Stephen; Van Reenen, John",,,"Heckman, JJ; Leamer, EE","HANDBOOK OF ECONOMETRICS, VOL 6A",2007,2007,2,,,,,4417,4498,,10.1016/S1573-4412(07)06065-5,,,92,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,14,5,6,5,9,11,6,13,2,1,192422
"FIRMS, DESTINATIONS, AND AGGREGATE FLUCTUATIONS","di Giovanni, Julian; Levchenko, Andrei A.; Mejean, Isabelle",,,,ECONOMETRICA,JUL 2014,2014,82,4.0,,,,1303,1340,,10.3982/ECTA11041,,,76,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,11,15,17,22,3,192422
The costs of hiring and separations,"Abowd, JM; Kramarz, F",,,,LABOUR ECONOMICS,OCT 2003,2003,10,5.0,,,,499,530,,10.1016/S0927-5371(03)00017-4,,,72,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,3,4,2,5,3,4,5,9,6,4,8,5,3,0,192422
The craft of labormetrics,"Hamermesh, DS",,,,INDUSTRIAL & LABOR RELATIONS REVIEW,APR 2000,2000,53,3.0,,,,363,380,,10.2307/2695964,,,55,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,3,1,4,0,2,2,6,1,6,2,2,4,3,2,2,2,1,0,192422
"Anti-dumping protection, price undertaking and product innovation","Kao, Kuo-Feng; Peng, Cheng-Hau",,,,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,JAN 2016,2016,41.0,,,,,53,64,,10.1016/j.iref.2015.09.006,,,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,549172
Antidumping duties and price undertakings: A welfare analysis,"Wu, Shih-Jye; Chang, Yang-Ming; Chen, Hung-Yi",,,,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,JAN 2014,2014,29.0,,,,,97,107,,10.1016/j.iref.2013.05.013,,,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,549172
The US solar panel anti-dumping duties versus uniform tariff,"Ly Nguyen; Kinnucan, Henry W.",,,,ENERGY POLICY,APR 2019,2019,127.0,,,,,523,532,,10.1016/j.enpol.2018.11.048,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,549172
Antidumping and Feed-In Tariffs as Good Buddies? Modeling the EU-China Solar Panel Dispute,"Bougette, Patrice; Charlier, Christophe",,,,ENERGY JOURNAL,NOV 2018,2018,39.0,6.0,,,,171,188,,10.5547/01956574.39.6.pbou,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,549172
Antidumping protection and welfare in a differentiated duopoly,"Chang, Ray-Yun; Hwang, Hong; Peng, Cheng-Hau",,,,JAPANESE ECONOMIC REVIEW,JUL 2020,2020,71.0,3.0,,,,421,446,,10.1007/s42973-019-00024-9,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549172
Managerial Decision Making A Holistic Approach Synopsis,,,,,MANAGERIAL DECISION MAKING: A HOLISTIC APPROACH,2020,2020,,,,,,V,+,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549172
Trade Dumping and Antidumping,"Forrest, Jeffrey Yi-Lin; Nicholls, Jeananne; Schimmel, Kurt; Liu, Sifeng",,,,MANAGERIAL DECISION MAKING: A HOLISTIC APPROACH,2020,2020,,,,,,233,251,,10.1007/978-3-030-28064-2_11,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549172
"Non-equivalent pass-through of anti-dumping duties, countervailing duties and import tariffs","Nizovtsev, Dmitri; Skiba, Alexandre",,,,WORLD ECONOMY,JAN 2020,2020,43.0,1.0,,,,170,190,,10.1111/twec.12849,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549172
Dumping in a product differentiated reciprocal trade industry emitting global pollution,"Ishii, Yasunori",,,,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,2017,2017,26.0,2.0,,,,195,208,,10.1080/09638199.2016.1236831,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549172
"Aligning Key Concepts for Global Change Policy: Robustness, Resilience, and Sustainability","Anderies, John M.; Folke, Carl; Walker, Brian; Ostrom, Elinor",,,,ECOLOGY AND SOCIETY,2013,2013,18.0,2.0,,,,,,8.0,10.5751/ES-05178-180208,,,161,17.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,19,18,20,28,32,25,5,616394
"Organizations, Climate Change, and Transparency: Reviewing the Literature on Carbon Disclosure","Hahn, Ruediger; Reimsbach, Daniel; Schiemann, Frank",,,,ORGANIZATION & ENVIRONMENT,MAR 2015,2015,28.0,1.0,,,,80.0,102.0,,10.1177/1086026615575542,,,59,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,10,15,19,2,616394
Different rays of sunlight: Understanding information disclosure and carbon transparency,"Matisoff, Daniel C.",,,,ENERGY POLICY,APR 2013,2013,55.0,,,,,579.0,592.0,,10.1016/j.enpol.2012.12.049,,,28,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,6,2,9,0,616394
Exploring role of environmental proactivity in financial performance of manufacturing enterprises: a structural modelling approach,"Sen, Parag; Roy, Mousumi; Pal, Parimal",,,,JOURNAL OF CLEANER PRODUCTION,DEC 1 2015,2015,108.0,,A,,,583.0,594.0,,10.1016/j.jclepro.2015.05.076,,,25,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,6,0,616394
Privatizing Climate Change Policy: Is there a Public Benefit?,"Matisoff, Daniel C.",,,,ENVIRONMENTAL & RESOURCE ECONOMICS,NOV 2012,2012,53.0,3.0,,,,409.0,433.0,,10.1007/s10640-012-9568-0,,,10,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,1,3,0,616394
Counting project savings-an alternative way to monitor the results of a voluntary agreement on industrial energy savings,"Abeelen, Christiaan; Harmsen, Robert; Worrell, Ernst",,,,ENERGY EFFICIENCY,JUN 2016,2016,9.0,3.0,,,,755.0,770.0,,10.1007/s12053-015-9398-3,,,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,616394
Corporate climate change mitigation: a systematic review of the existing empirical evidence,"Glienke, Nele; Guenther, Edeltraud",,,,MANAGEMENT RESEARCH REVIEW,2016,2016,39.0,1.0,,,,2.0,34.0,,10.1108/MRR-10-2013-0243,,,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,616394
Do voluntary environmental programs reduce emissions? EMAS in the German manufacturing sector,"Kube, Roland; von Graevenitz, Kathrine; Loeschel, Andreas; Massier, Philipp",,,,ENERGY ECONOMICS,OCT 2019,2019,84.0,,,1.0,,,,104558.0,10.1016/j.eneco.2019.104558,8th Atlantic Workshop on Energy and Environmental Economics (AWEEE),"JUN, 2018",5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,616394
Green Grades: Can Information Save the Earth?,"Bullock, G",,,,GREEN GRADES: CAN INFORMATION SAVE THE EARTH?,2017,2017,,,,,,1.0,390.0,,10.7551/mitpress/9780262036429.001.0001,,,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,616394
MARKETING'S QUEST FOR ENVIRONMENTAL SUSTAINABILITY: PERSISTENT CHALLENGES AND NEW PERSPECTIVES,"Mohr, Jakki J.; Price, Linda L.; Rindfleisch, Aric",,,"Malhotra, NK",MARKETING IN AND FOR A SUSTAINABLE SOCIETY,2016,2016,13.0,,,,,29.0,59.0,,10.1108/S1548-643520160000013010,,,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,616394
"An evaluation of population estimates in Florida: April 1, 2000","Smith, SK; Cody, S",,,,POPULATION RESEARCH AND POLICY REVIEW,FEB 2004,2004,23,1,,,,1,24,,10.1023/B:POPU.0000019918.24143.c9,,,227,12.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,40,39,55,67,0,1,3,0,0,0,1,0,0,2,0,309043
