articleID,year,journal,title_original,Title,abstract
110053,1991,yale law journal,fact construction and judgment in constitutional adjudication,fact construction and judgment in constitutional adjudication,No Result.
110054,1991,yale law journal,ethnomiseducationalization: a legal challenge,ethnomiseducationalization a legal challenge,"t A.B. 1982, Brown University; M.A. 1988, Wesleyan University; J.D. Candidate 1991, University of Pennsylvania. This Comment is dedicated to my family, in appreciation for their support and encouragement, and to my former colleagues in the pharmaceutical industry who remain undaunted by the obstacles. I am grateful to Scott Burris for his comments on earlier drafts of this manuscript. Acquired Immune Deficiency Syndrome (AIDS) is a communicable and sexually transmitted disease caused by the human immuno-deficiency virus (HIV). It is the final phase in a continuum characterized by four distinct disease stages: first, an initial infection which often mimics mononucleosis; second, a period of latent, asymptomatic infection; third, persistent, regionalized lymph node enlargement sometimes called AIDS-related Complex (ARC); and finally, the multiple opportunistic infections, neurological impairments, and other clinical presentations that constitute AIDS. See Centers for Disease Control, U.S. Dep't of Health & Human Servs., Classification System for Human T-Lymphotrophic Virus Type III/LymphadenopathyAssociated Virus Infection, 105 ANNALS INTERNAL MED. 234, 234-35 (1986). The HIV virus is a retrovirus; it uses an enzyme called reverse transcriptase to introduce its genetic material (ribonucleic acid, or RNA) into the genetic material (deoxyribonucleic acid, or DNA) of a host cell. Initially, the virus is virtually undetectable. Seropositivity (the appearance of viral antibody in the serum) occurs when the altered host cell is properly stimulated by antigens. At that point, the infected host cell's replicatory machinery ""sees"" both the foreign viral material, as well as its own cellular DNA, and thus produces infected cells. Viral proteins are then synthesized and are subsequently packaged together witlh viral genome and released, going on to attack additional cells. HIV has a predilection for particular host cell types, namely, T-helper lymphocytes (also called T-4 cells), macrophages, and monocytes. Since the T-helper lymphocytes are responsible for cell-mediated immunity, their destruction by the virus is a critical cellular event in the development of the disease, causing the immunodeficiency which gives AIDS its name. See Fauci, Temin & Martin, The Scientific Agenda for AIDS, ISSUES SCI. & TECH., Winter 1988, at 33, 33-35; Mayer, The Clinical Challenges of AIDS and HIV Infection, 14 LAW, MED. & HEALTH CARE 281 (1986); Schild & Minor, Human Immunodeficieney Virus and AIDS: Challenges and Progress, 335 LANCET 1081, 1081-82 (1990). 2 For example, Larry Kramner is the founder of the AIDS Coalition to Unleash Collapse"
110055,1991,yale law journal,judging the fugitive slave acts,judging the fugitive slave acts,"In Justice Accused, Robert Cover set out to study the phenomenon of judges who enforce laws they themselves believe to be unjust.' He notes that with the exception of the Nazi legal system, this phenomenon has rarely been studied.2 Cover observes that, in various periods, American judges seem to suffer from an irresolvable tension between their moral commitments and their commitment to neutral and formal legal interpretation. Cover calls this tension the moral/formal dilemma.3 To demonstrate this point, he analyzes constitutional adjudication in the years of conflict during which Northern federal judgesmany of them committed abolitionists-enforced the Fugitive Slave Acts of 1793 and 1850 against Blacks and those who helped Blacks escape the slavecatchers. 4 Collapse"
110081,1991,accounting review,relative measurement errors among alternative pension asset and liability measures,relative measurement errors among alternative pension asset and liability measures,"SYNOPSIS: This study investigates the measures of pension assets and liabilities disclosed under SFAS 87 to determine which most closely reflect those that investors implicitly assess when they value the firm. Several measures considered to have conceptual merit are disclosed under SFAS 87, but no single method has been deemed most appropriate. The attributes of the three asset and five liability measurement alternatives disclosed and the controversies surrounding the FASB's deliberations on these alternatives are considered in the research design. Because the pension asset and liability issues in SFAS 87 relate to measurement and reflect a variety of unresolved questions, an approach directly comparing measurement error across alternatives is used. The research design utilizes relevance and reliability, two primary accounting choice characteristics advanced by the FASB. These two attributes are operationalized by the variances and levels of differences between alternative measures and the implied investors' assessment. In most prior studies using cross-sectional valuation to address a variety of research questions, a model is posited and then tested by using book values as substitutes for unobservable variables. The measurement error is considered an econometric problem. Although the valuation equation assumed here is also based on unobservable market values, the measurement error is modeled, and the impact of the measurement error Collapse"
110082,1991,accounting review,the relationship between knowledge structure and judgments for experienced and inexperienced auditors,the relationship between knowledge structure and judgments for experienced and inexperienced auditors,No Result.
110083,1991,accounting review,what affects the efficiency of a market?  some answers from the laboratory,what affects the efficiency of a market some answers from the laboratory,"SYNOPSIS: The nature of information regulation depends on the informational efficiency of capital markets (see Beaver 1989, 152-71; Dyckman and Morse 1986, 82-91). Consequently, researchers in accounting and finance have spent considerable effort attempting to measure efficiency. Although this investigation has spanned many research designs and has been applied to many different information signals, empirical tests all suffer from the same basic problem: the benchmark of interest, an informationally efficient market, is unobservable. The asset price that would have prevailed in an efficient market must therefore be modeled, and the test of market efficiency is confounded with a test of the asset-pricing model. Because of this ambiguity, whenever a researcher claims to find an abnormal return based on some information signal another researcher invariably responds that risk was not adequately controlled. For instance, Bernard and Thomas (1989,1990) present evidence that markets do not adequately adjust to quarterly earnings announcements (i.e., there is a significant postannouncement drift), while Ball et al. (1990) argue that the market adjustment may be correct if the level of risk during the announcement period is adequately controlled for. Unlike naturally occurring markets, the efficiency of a laboratory market can be measured directly by creating another ""artificial"" economy that is identical to the economy of interest, except that all information is fully disseminated. The price in the artificial economy is the efficient price by definition; it is determined endogenously and without reference to an Collapse"
110084,1991,accounting review,using financial and market information to identify pre-engagement factors associated with lawsuits against auditors,using financial and market information to identify pre engagement factors associated with lawsuits against auditors,No Result.
110085,1991,accounting review,experimental evidence on taxpayer reporting under uncertainty,experimental evidence on taxpayer reporting under uncertainty,"This study extends the Beck, Davis, and Jung (1992) experimental study by incorporating opportunities for taxpayer subjects to purchase advice before making their tax reporting decisions. Tax advice has two roles in the model and experiment. First, the tax advice allows taxpayers an opportunity to reduce their uncertainty about the amount of taxes owed. This permits us to study the demand for tax advice in conjunction with its effect on tax reporting decisions. Second, the decision to purchase tax advice from an expert provides a means of signaling that may alter tax agency audit policies. The resulting audit policies, in turn, can affect taxpayers' decisions to purchase tax advice. These interdependencies are incorporated in a game-theoretic model and several predictions are tested experimentally. Consistent with theory, subjects sorted themselves into three groups based upon their private information. Another prediction supported by the experiment is that the demand for tax advice increased with the magnitude of an uncertain tax deduction (amount-at-risk). We also found, as expected, that the effects of tax advice on pre-audit tax revenues depend upon the amount-at-risk. When the amount-at-risk was high, subjects in settings with tax advice reported lower average incomes and paid lower taxes than did those subjects in settings without the opportunity to purchase tax advice. The opposite was true for the low amount-at-risk condition, supporting our prediction that tax advice and amount-at-risk would have an interactive effect on tax reporting. Analysis also was performed on post-audit tax collections. Contrary to theory, post-audit tax payments were found to increase when subjects had an opportunity to purchase tax advice. This result apparently was caused by a tendency to over-purchase tax advice and, in some cases, report a low income regardless of the advice received. Collapse"
110086,1991,accounting review,the taxpayer's labor and reporting decision:  the effect of audit schemes,the taxpayers labor and reporting decision the effect of audit schemes,No Result.
110087,1991,accounting review,a perspective on the experimental analysis of taxpayer reporting,a perspective on the experimental analysis of taxpayer reporting,No Result.
110113,1991,american economic review,pitfalls in testing for explosive bubbles in asset prices,pitfalls in testing for explosive bubbles in asset prices,"A number of studies (e.g., Robert J. Shiller, 1981; Olivier J. Blanchard and Mark Watson, 1982; Kenneth D. West, 1988) have argued that dividend and stock price data are not consistent with the ""market fundamentals"" hypothesis, in which prices are given by the present discounted values of expected dividends. These results have often been construed as evidence for the existence of bubbles or fads. (Related arguments have been made with respect to gold, bonds, and foreign exchange). A major problem with such arguments (e.g., James Hamilton and Charles Whiteman, 1985) is that apparent evidence for bubbles can be reinterpreted in terms of market fundamentals that are unobserved by the researcher. Behzad T. Diba and Herschel I. Grossman (1984, 1988b) and Hamilton and Whiteman (1985) have recommended the alternative strategy of testing for rational bubbles by investigating the stationarity properties of asset prices and observable fundamentals.1 In essence, the argument for equities is that if stock prices are not more explosive than dividends then it can be concluded that rational bubbles are not present, since they would generate an explosive component to stock prices.2 Using unit-root tests, autocorrelation patterns, and cointegration tests to implement this procedure, Diba and Grossman (1988b p. 529) state that ""the analysis supports the conclusion that stock prices do not contain explosive rational bubbles."" This paper shows that the above battery of tests is in fact unable to detect an important class of rational bubbles. The point is demonstrated by constructing rational bubbles that appear to be stationary when unitroot tests are applied, even though they are explosive in the relevant sense. Simulations show that, when such bubbles are present, stock prices will not appear to be more explosive than dividends on the basis of these tests, even though the bubbles are substantial in magnitude and volatility. The presence of rational bubbles in actual stock prices thus remains an open question. Collapse"
110114,1991,american economic review,wage growth and the inflation process: an empirical note,wage growth and the inflation process an empirical note,"A central proposition in the Phillips curve view of the inflation process is that prices are marked up over productivity-adjusted labor costs. If that is true, then long-run movements in prices and labor costs must be correlated. If long-run movements in a time series are modeled as a stochastic trend, then the above noted implication of the 'price markup' view is related to the concept of cointegration discussed in Granger (1986), which says that cointegrated multiple time series share common stochastic trends. The evidence reported here shows that time series measuring rates of change in prices and labor costs are cointegrated. Furthermore, this cointegration appears consistent with Granger-causality running from the rate of change in prices to the rate of change in labor costs, but not vice versa as suggested by the 'price markup' view. Collapse"
110115,1991,american economic review,the rigidity of prices: evidence from the banking industry,the rigidity of prices evidence from the banking industry,ERR
110116,1991,american economic review,credit rationing and the monetary transmission mechanism,credit rationing and the monetary transmission mechanism,No Result.
110117,1991,american economic review,a test of tariff endogeneity in the united states,a test of tariff endogeneity in the united states,"The high level of protection that exists in many countries is a source of irritation to the normative biases that most economists hold in favor of liberal trade policies. Public-choice explanations of protection, however, suggest that interest groups vie in the political system for self-serving policies, including tariffs and other forms of protection. Such an approach explains the existence of policies that do not seem to be in the ""national interest"" of aggregate economic efficiency. This paper examines aggregate time-series data for the United States from 1890 to 1970 in order to test some of the hypotheses that arise from this public-choice approach. Specifically, Granger-causality tests are carried out over a set of international and macroeconomic variables for the 1890-1970 period. A vector autoregressive (VAR) methodology is employed to examine the data for several reasons. First, theories of tariff endogeneity suggest that tariffs are created and changed in the political system in response to certain economic factors. However, the standard theory of tariffs suggests that feedback effects exist from tariffs to many of the same economic factors: for instance, the price level, income, unemployment, and the trade balance. Therefore, a structural regression model with causality preestablished may be misspecified. Furthermore, the political process is slow to respond to pressure in some cases. This implies that an uncertain lag structure lies behind the relationship among time-series variables. Using a VAR model allows flexibility in selecting a lag structure. A VAR model is also useful for eliminating secular changes in variables.' Consequently, we expect to establish a set of causal relationships through the VAR methodology. Collapse"
110118,1991,american economic review,experimental confirmation of the existence of a giffen good,experimental confirmation of the existence of a giffen good,No Result.
110119,1991,american economic review,does the random-lottery incentive system elicit true preferences?  an experimental investigation,does the random lottery incentive system elicit true preferences   an experimental investigation,ERR
110120,1991,american economic review,public provision of private goods and the redistribution of income,public provision of private goods and the redistribution of income,ERR
110121,1991,american economic review,"income, consumption, and wage taxation in a life-cycle model: separating efficiency from redistribution",income  consumption  and wage taxation in a life cycle model  separating efficiency from redistribution,"The desirability of switching from an income tax base to a wage or consumption tax base hinges critically on the potential efficiency gains from doing so. The overlapping-generations life-cycle model developed by Lawrence Summers (1981) cannot easily be used to answer this question. Because individuals of different ages alive at the time of the tax substitution differ in their shares of income, consumption, wages, and savings propensities, steady-state welfare changes include redistribution of taxes and factor incomes. The effects of redistribution on the calculation can be controlled for by tracing the transition. In another paper, Summers (1980) used myopic expectations (individuals assume that current prices will prevail) and solved the economy's equilibrium for 100 years. Gains and losses were discounted and summed. Alan Auerbach, Laurence Kotlikoff, and Jonathan Skinner (1983), hereafter referred to as AKS, employed a perfect-foresight model. They used lumpsum payments to keep the utility of those alive at the time of the tax change fixed and allowed equal equivalent variations to all future generations.1 A perfect-foresight model requires simultaneous solution of many years of equilibria (150 years in the AKS model). Although these techniques eliminate distributional elements, such models are so costly to construct, modify, and use that the study of relative efficiency of alternative tax regimes is now greatly hampered by computational complexity. This study has two major contributions. First, it introduces a much simpler method of separating the efficiency and redistributional components of steady-state gains. Rather than tracing the transition, it uses a system of transfers which ensures that changes in welfare in the steady state do not arise from redistribution of income to or from transitional generations. While this approach does not allow calculation of the transition, its application to the AKS model suggests that very little information about the magnitude of efficiency effects is lost by forgoing the tracing of the transition. For estimating the relative efficiency of income, consumption, and wage taxation, or the extent to which assumptions drive the results, this approach greatly simplifies the researcher's task.2 This simplification becomes increasingly valuable as more detail is introduced into models, which could involve thousands of equations using an approach that traces the transition. Secondly, my calculations suggest that switching tax bases may not be worthwhile. This result differs from the results of Summers (1981) and Auerbach and Kotlikoff (1987), which strongly suggest that the consumption tax is always superior on efficiency grounds. Using a 0.25 intertemporal substitution elasticity and a Cobb-Douglas production function, the steady-state wel*Congressional Research Service, Library of Congress, Washington, DC 20540. I thank Christophe Chamley, Don Fullerton, Yolanda Henderson, Don Kiefer, Larry Kotlikoff, Jonathan Skinner, Tom Woodward, Dennis Zimmerman, and three anonymous referees for helpful comments and discussions. The views in this paper do not necessarily represent those of the Congressional Research Service or the Library of Congress. 1The AKS model is confined to one good. Charles Ballard (1984, 1989), Lawrence Goulder (1985), and Ballard and Goulder (1987) develop multisector models. 2The suggestion of a method for separating efficiency from redistribution is not intended to imply that there is no value to tracing the transition. Tracing the transition can provide information about intergenerational redistribution in an uncompensated change and insights into the realism of the model. Collapse"
110122,1991,american economic review,does poor supervisability undermine teamwork?  evidence from an unexpected source,does poor supervisability undermine teamwork evidence from an unexpected source,"A central problem with the organization of team production is that, if individual effort contributions are difficult to observe, feasible schemes for distributing the net product among participants may suffer from poor work incentives. Thus, Armen Alchian and Harold Demsetz (1972) argue that efficiency commonly requires that there be an agent who monitors and disciplines other team members in exchange for the right to retain team residual earnings, while Bengt Holmstrom (1982) shows that monitoring may in some cases be dispensed with, provided that there is a ""budget-breaking"" principal to perform an analogous disciplinary function. These arguments imply that production in residual-sharing cooperative teams will be beset by free-riding problems occasioned by inadequate reward discrimination due to the absence either of monitoring incentives or of an agent with effective disciplinary powers. Such disadvantages are thought to be multiplied in agricultural cooperatives, because farm production is considered especially difficult to monitor (Michael Bradley and M. Gardner Clark, 1972; Joseph Stiglitz, 1974; Hans Binswanger and Mark Rosenzweig, 1986) and because scale economies, especially in labor-intensive systems, appear to be negligible (Putterman, 1989). The fact that restoration of householdbased farming in China during the early 1980's led to a pronounced increase in output and productivity has been viewed as evidence in support of this thesis. To be sure, the degree to which the gains recorded during 1978-1984 reflected changes in farm-level organization as opposed to being a result of policy changes in such areas as crop specialization, pricing, and opening of free markets, remains a matter of some uncertainty (Dwight Perkins, 1988). A more subtle question, however, is that of the extent to which any gains due to micro organizational change should be attributed to supervision problems of the type mentioned above. A recent contribution by John McMillan, John Whalley, and Lijing Zhu (1989; hereafter MWZ), which attempts to answer the first of these questions, gives rise to surprising implications regarding the second. MWZ combine a simple model of incentives and utility maximization with standard growth-accounting techniques to reach the conclusion that 78 percent of the increase in agricultural productivity in China during the period in question can be attributed to nonprice factors, principally ""the incentive effects of the new responsibility system"" (p. 782). Their model and estimates also imply that Chinese peasants supplied only a little over half (56 percent) as much effort under the communal system as under the succeeding household-based farming system and that this is attributable to the fact that peasants expected to receive only about 30 percent of the value product generated by incremental effort. Questions might be raised regarding the study's methodology and, hence, the numbers derived. The aim of the present note, however, is to point out that, if the findings of MWZ are to be believed, then although China's collective farms did indeed suffer from inadequate incentives, it may be wrong to attribute much of this to deficiencies in supervision. The MWZ model is not sufficiently microanalytic to distinguish between monitoring problems and other possible dampeners *Department of Economics, Brown University, Providence, RI 02912. Support from National Science Foundation Grant No. SES-8721382, comments and computational assistance from Si Joong Kim, and helpful suggestions of two referees are gratefully acknowledged. Collapse"
110123,1991,american economic review,horizontal mergers: comment,horizontal mergers comment,"Joseph Farrell and Carl Shapiro (1990a) present an interesting and elegant analysis of horizontal mergers in the context of a Cournot model under quite general demand and cost conditions. One section of their paper deals with the effects of mergers on price or consumer welfare. In it they show that, in a Cournot model, mergers that do not lower costs always raise price and that mergers that lower costs still raise price unless they lower costs quite a lot. These results are much more general than anything in the prior literature. Another section of the paper deals with the effects of mergers on nonmerging firms and consumers, which Farrell and Shapiro term ""external."" With some minor additional assumptions, they show that a merger is externally welfare-enhancing if (but not only if) Collapse"
110124,1991,american economic review,horizontal mergers: reply,horizontal mergers reply,"Consider an industry composed of N firms in a symmetric equilibrium. Designate a subset of S (< N) firms and marginally reduce the strategic variables of the firms in the subset. If the remaining firms simultaneously make the best reply to this exogenous displacement, under what circumstances will profits of the firms in the designated subset increase? We show that, in the case of Cournot competition among producers of perfect substitutes, a marginal contraction is strictly beneficial (strictly harmful) if and only if the number of firms in the designated subset exceeds the ""adjusted"" number of firms outside it by strictly more (strictly less) than one. The adjustment factor is unity when cost and demand functions are linear but, more generally, depends on the convexity of the cost and demand curves. Thus, a marginal contraction of two firms in a triopoly has no effect on the profits of firms in the subset if cost and demand functions are linear; if instead cost is linear but the inverse demand function is strictly concave (strictly convex), a marginal contraction will strictly decrease (strictly increase) profits. The analysis is extended to the effects of nonmarginal exogenous changes in the outputs of the constrained firms. This extension has implications for the relationship of Stackelberg (sequential move) and Nash (simultaneous move) equilibria. Our analysis has broad application. To illustrate, we show that it unifies results in the literature on export subsidies, horizontal mergers, and strikes. The paper is organized as follows. In Section I, our comparative-static result is derived. In Section II, we present a wide range of applications. In the conclusion and the Appendix we generalize our analysis to other situations involving strategic substitutes. Collapse"
110126,1991,american economic review,how to carve a medical degree: comment,how to carve a medical degree comment,No Result.
110163,1991,american journal of agricultural economics,emerging issues in the allocation of public agricultural research funds,emerging issues in the allocation of public agricultural research funds,"At the same time, the traditional emphasis of the public research system on farm-level, production-oriented research has been increasingly challenged on different fronts. The increase in commodity program costs resulting from technical change is receiving greater attention (Alston, Edwards, and Freebairn; Oehmke) as the proportion of net farm income coming from government payments has risen from less than 10% in the 1950s to over 30% in the late 1980s. Collapse"
110164,1991,american journal of agricultural economics,"plant variety protection, private funding, and public sector research priorities",plant variety protection private funding and public sector research priorities,"While it is possible that the PVPA will pull research away from the socially optimal allocation of resources, other sources of distortion may be equally important. Political pressure on public research or industry's contributions to public research may lead to too much research on certain topics (Ulrich, Furtan, and Schmitz) or commodities. Another concern is that, in certain commodities, the private sector research is crowding out public research. Both concerns raise the questions of who will teach the next generation of scientists, who will provide varieties when markets are insufficient to induce private research, and who will maintain the competitive structure of agricultural production, inputs, and marketing. This paper is part of a larger project on the impact of the PVPA and patents on public and private R&D, and on crop yields and genetic diversity of major field crops in the United States. The primary purpose of this paper is to measure the PVPA's impact on public sector plant breeding. The secondary purpose is to find out whether industry directly influences public research. As a preliminary study, we examine public sector R&D expenditure patterns on wheat, soybeans, corn, cotton, and sorghum. Collapse"
110165,1991,american journal of agricultural economics,inventions intended for use in agriculture and related industries:  international comparisons,inventions intended for use in agriculture and related industries international comparisons,"Private firms invest substantial funds in research and development (R&D) to discover and develop inventions intended for use by crop and livestock farmers.' Most of these inventions are granted patent protection, and many inventors obtain patent protection in more than one country for their inventions. Publicly supported agricultural R&D, including research done in the U.S. Department of Agriculture-State Agricultural Experiment Station (USDA-SAES) system, also produces inventions intended for use by farmers, but few of these inventions are granted patent protection.2 A recently completed research project conducted at Yale University provides procedures for assigning patented inventions to ""Industries of Use"" (IOUs) including agricultural production industries.3 Specifically, the project developed a ""concordance"" mapping inventions classified by International Patent Class (IPC) into industries classified by Standard Industrial Class (SIC). The concordance can be applied to international patent data sets reporting IPCs and thus provides estimates of inventions by IOU (or by Industries of Manufacture, IOM) by country of origin.4 This paper reports estimates of inventions intended for use in U.S. agricultural production sectors as well as in the input supply and agricultural service sectors. Data for Great Britain, France, and Germany are utilized for international comparisons and for estimates of technology flows between countries. Part 1 discusses the concordance methodol- Collapse"
110166,1991,american journal of agricultural economics,international technology transfer: private channels and public welfare,international technology transfer private channels and public welfare,"The economics of technology transfer is receiving increasing attention as economists acknowledge the role of transfer on future technological innovation, income, and growth. In agricultural economics, much research has focused on improving the international structure of intellectual property to facilitate technology creation and transfer or on analyzing the impacts of new technology, including that acquired from foreign sources, on productivity growth and welfare (Centner and White; Cochrane; Edwards and Freebairn; Alston, Edwards, and Freebairn). In general, this body of research is either not concerned with how technology is transferred or assumes the existence of a poorly defined technology market. But the specific channels of technology transfer are important in many sectors in the economy. In agriculture, the increasing importance of the private sector in the creation and transfer of technology suggests a closer examination of the channels of transfer.' These channels include direct exports of goods that embody technology, foreign direct investment, technology licenses, and joint ventures. They can strongly affect the quantity of technology transferred, the distribution of gains to the agents involved, and any additional innovation in the importing country stimulated by the acquisition of the new technology (Cheng, Pugel). In addition, policies that either affect transfer directly (patent rights, licensing regulations) or indirectly (trade policies, industrial policy) can have a significant impact on the willingness of private companies to trade in technology. In typical transfers of technology, for example between input sectors, the technology supplier may be able to structure the contract for the transaction to increase the benefits received. Collapse"
110170,1991,american journal of agricultural economics,the effect of the 1990 farm bill on agricultural trade,the effect of the 1990 farm bill on agricultural trade,"A struggle has taken place across the Atlantic between the pocketbooks of the U.S. federal government and the European Economic Community during the 1980s. The battlegrounds have been importing countries that have received heavily subsidized exports of agricultural goods from the two big producers. The casualties are competing exporters and those, often third world countries, who would produce and perhaps even export agricultural products in an undistorted world market. Two major policy events during 1990 threatened to alter the weapons and fortunes in this trans-Atlantic struggle: reauthorization of the five-year U.S. farm legislation and the global trade negotiations under the GATT. This paper reviews briefly the status of these two events and summarizes expected trade impacts. Both events promised to address long-standing imbalances in agricultural markets. The combination of policies in the United States and EC, increases in farm yields, and saturation of domestic markets had led to recurring conditions of excess capacity, turbulent farm sector economies, and competition for international markets. These trends began with policy changes in the early 1970s that contributed to huge government outlays as the 1980s progressed. Pressure to alter the policy course became severe in the United States as government support for agriculture soared and high loan rates in the 1981 Farm Act curtailed U.S. markets overseas. Collapse"
110171,1991,american journal of agricultural economics,the 1990 farm bill and the uruguay round,the 1990 farm bill and the uruguay round,No Result.
110172,1991,american journal of agricultural economics,impacts of the 1990 farm bill on consumers,impacts of the 1990 farm bill on consumers,No Result.
110173,1991,american journal of agricultural economics,farm policy reform and the environment,farm policy reform and the environment,"In an effort to boost agricultural productivity the Ethiopian government has embarked on implementing policy reforms since 1991. Assessing the performance of this sector after the introduction of these policies can help to evaluate the real impact of the reforms on agricultural productivity and to design future policy reforms or take corrective measures. In this paper we employ the stochastic frontier production function to examine technical, allocative and economic efficiency in crop production using farm level data from 1993/94 and 2000/01 production years in post-reform Ethiopia. In addition, we decompose the growth in agricultural production to examine the contributions of the changes in efficiency, technology and inputs to the total factor productivity (TFP) in agriculture. Results show that there are inefficiencies attributable to household and farm characteristics and the policy environment. There was a decline in TFP, allocative and economic efficiency during the period resulting in poor performance of the sub-sector and indicating an adverse impact of the reform. There was no significant change in technical efficiency. Collapse"
110174,1991,american journal of agricultural economics,special interests and the 1990 farm bill,special interests and the 1990 farm bill,No Result.
110177,1991,american journal of agricultural economics,data needs to address economic issues in food safety,data needs to address economic issues in food safety,"Invisible hazards and imperfect information held by producers, consumers, and regulators continue to make food safety a volatile issue that can disrupt markets and cause substantial losses to suppliers of agricultural inputs, farmers, marketers, and consumers. New and improved data are needed to assess risks, consumer demand, and costs of alternative private and public control strategies. Food safety data were identified as a high priority by several groups. The 1989 Survey of Agricultural and Rural Social Scientists ranked ""very important"" data collection and dissemination efforts and gave ""develop measures of food safety"" a rank of seventh and ""inventory of pesticide and herbicide applications"" a rank of ninth (Hushak, Chern, and Tweeten). A report of the planning and budget subcommittee of the Experiment Station Committee on Organization and Policy (ESCOP), Research Agenda for the 1990s: A Strategic Plan for the State Agricultural Experiment Stations, rated ""ensuring the safety and stability of consumer foods"" as its first priority. The National Research Initiative Competitive Grants Program in the U.S. Department of Agriculture (USDA) added food safety to its list of program areas for funding in 1990, largely because of ESCOP's rating. President Bush proposed a major food safety initiative in 1989 with a large data collection component, and Congress appropriated funds in 1990. Better data are needed on the incidence, severity, and economic dimensions of foodborne disease from microbial (bacteria, parasites, fungi, and viruses), chemical (insecticides, herbicides, fertilizers, animal drugs, environmental contaminants, food additives), and natural constituents (including biotechnology) in food.' No data source exists with definitive estimates of the number of illnesses caused by foodborne sources or the distribution of disease severities (OMB). The estimates in the literature suggest that microbial sources are causing from 6.5 to 33 million cases of foodborne disease annually and 9,000 deaths (Bennett et al., Garthright, Archer, and Kvenberg). Chemical sources of foodborne disease risk are less well characterized. A worst case EPA estimate suggests 6,000 cases of cancer annually (EPA 1987), while others have reckoned the risk to be much smaller (EPA 1990, Ames and Gold, Archibald and Winter). Economists can contribute to the food safety discussion by identifying data needed for economic analysis, estimating the social welfare costs of foodborne illness, and estimating benefits and costs of alternative control programs. Collapse"
110180,1991,american journal of agricultural economics,the role of aid and capital flows in economic development,the role of aid and capital flows in economic development,"when Mexico defaulted on its debt repayments, annual capital flows to developing countries amounted to $100 billion and official concessional aid flows consisted of an additional $50 billion. After the debt crisis, commercial flows dried up almost completely with net transfers of capital from borrowing countries to their lenders. The concessional flows which had grown dramatically in the 1970s also stagnated in real terms. Over the four post-World War II decades, billions of dollars have been transferred from developed to developing countries. During this period there have been major structural changes in the patterns of external assistance including the graduation of a number of recipients, such as Greece, Taiwan, and South Korea, the decline of the U.S. role as a donor, the rise of Europe and Japan in external assistance, and a shift of aid resources from Asia to Africa. Whether these transfers have succeeded in stim- Collapse"
110181,1991,american journal of agricultural economics,investments to transfer poultry production to developing countries,investments to transfer poultry production to developing countries,"After an introductory overview, investment options for modern broiler production and processing in developing countries are outlined. A brief history of the spread of broiler production shows the transferability of the underlying technology. The paper concludes with data about the increasing dependency of many developing countries on imported feedstuffs to supply their expanding livestock industries. Collapse"
110182,1991,american journal of agricultural economics,international capital markets and interest groups,international capital markets and interest groups,"Capital market integration has increased the scale and mobility of capital movements within and among nations to unprecedented levels. Integration is fairly recent. Frankel concludes from his review of the literature that barriers in the major world financial markets were sufficiently low that by 1989, financial markets could be viewed as being fully integrated.' The scale and mobility of capital flows among nations has numerous implications to currency values, interest rates, wealth, and, through current capital account linkages, to relative product and factor prices. Capital flows that have real economic effects also affect the functioning of policy instruments and how effective they are in remunerating an interest group at the expense, if any, of others. This paper provides insights into the process and linkages by which the integration of capital markets has altered economic policy through interest group pressures on government. If economic policy is viewed as the outcome of interest groups seeking through the power of the state that which cannot be provided by the market alone, then capital market adjustments that affect the return to policy instruments can also affect the returns to lobbying resources and, hence, the balance of political influence among the various groups.2 This type of explanation for economic policy has been forwarded under the rubric of models of ""rent seeking"" (Krueger 1974).3 The paper is organized as follows.4 Selected historical evidence linking capital markets to pressures for legislation in the United States and other countries is briefly reviewed. In some cases, capital market adjustments have eased pressures for protection, while, in other cases, adjustments either forced policy change because of a liquidity constraint or made unprofitable the lobbying for sustaining policy in face of these adjustments. The discussion in the next section provides deeper insight into capital market-lobbying linkages. Discussion focuses on the results from a simple model of rent seeking, where government intervenes in markets and provides sector-specific public goods. Collapse"
110183,1991,american journal of agricultural economics,international capital markets and development funds for agriculture:  discussion,international capital markets and development funds for agriculture discussion,"poultry production systems. These operate very much the same whether in the United States or Thailand. This is a clear case where international capital markets should be tapped directly. The paper by Lele synthesizes an ambitious systematic examination, using detailed case studies rather than polemics or econometric manipulations, of the role of foreign assistance in development. It points out some of the shortfalls of foreign assistance, among which instability, unpredictability, and biasing of investment decisions to availabilities of funds from donors are prominent. It underlines how the debt crisis has severely curtailed the previously increasingly important net flows of private capital to developing countries. As noted in Lele's paper, all is not well with official development assistance. Private capital flows will have to start growing again if the demand from developing countries is to be satisfied. These papers have several implications for donors. Collapse"
110233,1991,applied economics,the evaluation of river water quality improvements by the contingent valuation method,the evaluation of river water quality improvements by the contingent valuation method,"The results of an application of the Contingent Valuation Method (CVM) to the estimation of the recreational benefits which would result from improvements in river water quality are described. This case study is used as a basis to discuss the wider, generic issues in the application of the CVM: in particular, the problems of defining the population who benefit; the nature of the goods; why they benefit; and the questions of validity and reliability. A series of recommendations both as to appropriate methodological procedures to be adopted in CVM studies are given and as to areas where further theoretical and methodological research is required. Collapse"
